scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM
1,4600001,4800000,4696237,12886,4906,105.625,79.125,0.1434,0.0274,0.0167
1,4800001,5000000,4901292,13948,5334,141,77,0.2936,0.0557,0.0357
1,5000001,5200000,5099577,14949,5853,146,118.75,0.1029,0.0212,0.0131
1,5200001,5400000,5298656,14688,5811,178.125,138.875,0.1238,0.029,0.0181
1,5400001,5600000,5498014,13694,5225,173.375,153.125,0.062,0.0156,0.0098
1,5600001,5800000,5696293,14094,5705,212.25,137.75,0.2129,0.0519,0.0345
1,5800001,6000000,5904463,15722,6395,176.5,177.25,-0.0021,-0.0005,-0.0003
1,6000001,6200000,6099588,15349,5979,223.5,142,0.223,0.0558,0.0369
1,6200001,6400000,6301698,14189,5558,168.75,128.75,0.1345,0.0302,0.019
1,6400001,6600000,6503250,14924,5632,170.25,156.5,0.0421,0.0104,0.0068
1,6600001,6800000,6701279,14368,5541,170.5,152.25,0.0565,0.0147,0.0093
1,6800001,7000000,6895996,14753,5613,199.625,140.125,0.1751,0.0415,0.0273
1,7000001,7200000,7098521,13678,5578,161.75,123.75,0.1331,0.0307,0.0189
1,7200001,7400000,7302351,12311,4880,109.625,71.875,0.208,0.0343,0.0221
1,7400001,7600000,7499382,11968,4494,80.375,48.875,0.2437,0.03,0.0187
1,7600001,7800000,7704327,12411,4864,132.75,62.75,0.3581,0.0545,0.0359
1,7800001,8000000,7900534,12459,4818,111,56.5,0.3254,0.0532,0.0343
1,8000001,8200000,8102777,12975,4952,121.25,83.5,0.1844,0.0362,0.0229
1,8200001,8400000,8299565,12839,5151,126.875,107.125,0.0844,0.0177,0.0112
1,8400001,8600000,8501152,14193,5518,158.5,110,0.1806,0.0379,0.0244
1,8600001,8800000,8701844,14530,5729,173,112.75,0.2108,0.0493,0.0322
1,8800001,9000000,8899808,13008,5383,162.375,105.875,0.2106,0.047,0.03
1,9000001,9200000,9097207,13180,5272,202.25,108,0.3038,0.0772,0.0481
1,9200001,9400000,9304031,13652,5699,161.75,129,0.1126,0.0259,0.0165
1,9400001,9600000,9499482,13810,5814,141.625,96.625,0.1889,0.0363,0.0236
1,9600001,9800000,9701015,13104,5117,149.375,89.125,0.2526,0.049,0.0325
1,9800001,10000000,9901313,13067,5161,118.875,67.875,0.2731,0.0473,0.0298
1,10000001,10200000,10097035,11895,4843,110,76.75,0.178,0.0301,0.02
1,10200001,10400000,10298543,10809,4534,130.5,79.25,0.2443,0.0468,0.03
1,10400001,10600000,10500863,11934,5042,111.625,112.875,-0.0056,-0.0011,-0.0007
1,10600001,10800000,10707364,12566,5436,150.875,101.875,0.1939,0.0403,0.0258
1,10800001,11000000,10900075,13871,5792,203.375,97.125,0.3536,0.0809,0.0522
1,11000001,11200000,11101423,13172,5534,153.125,93.875,0.2399,0.0465,0.0302
1,11200001,11400000,11302354,13578,5558,179.125,131.375,0.1538,0.0356,0.023
1,11400001,11600000,11500962,12843,5544,160.375,101.125,0.2266,0.0499,0.0318
1,11600001,11800000,11698550,13277,5268,135.5,132.75,0.0103,0.0021,0.0013
1,11800001,12000000,11903905,12556,5121,151.5,134,0.0613,0.0142,0.009
1,12000001,12200000,12100342,13566,5454,158.875,142.875,0.053,0.013,0.0079
1,12200001,12400000,12300623,12622,5328,141.375,146.375,-0.0174,-0.0038,-0.0024
1,12400001,12600000,12493863,12648,5069,132,105.75,0.1104,0.0224,0.0144
1,12600001,12800000,12697755,11476,4799,111.25,32,0.5532,0.0728,0.0465
1,12800001,13000000,12896915,12097,5271,102.75,99,0.0186,0.0029,0.0019
1,13000001,13200000,13098893,11754,4964,150.5,102,0.1921,0.04,0.0253
1,13200001,13400000,13302849,12036,5176,140.75,81.25,0.268,0.0504,0.0326
1,13400001,13600000,13498808,12189,4991,96.625,82.375,0.0796,0.012,0.0078
1,13600001,13800000,13701242,13052,5643,153.5,108.5,0.1718,0.0359,0.0225
1,13800001,14000000,13900468,12470,5555,102.5,40.75,0.4311,0.0486,0.033
1,14000001,14200000,14099858,11133,4770,139.25,82,0.2588,0.0511,0.0322
1,14200001,14400000,14304026,10529,4624,98.25,64.75,0.2055,0.0298,0.0198
1,14400001,14600000,14502771,12817,5504,139.5,114.25,0.0995,0.0204,0.0129
1,14600001,14800000,14694456,11968,5133,126.5,66.75,0.3092,0.0545,0.0353
1,14800001,15000000,14897946,11930,5120,109.125,56.125,0.3207,0.0468,0.0302
1,15000001,15200000,15102747,11473,5005,95.375,47.875,0.3316,0.04,0.0267
1,15200001,15400000,15300125,11952,5123,90.25,32.25,0.4735,0.0485,0.0325
1,15400001,15600000,15498735,11251,4794,87,30.5,0.4809,0.051,0.0339
1,15600001,15800000,15697027,11398,4499,68.625,24.875,0.4679,0.0401,0.0274
1,15800001,16000000,15899091,10620,4543,82.875,28.125,0.4932,0.0513,0.0332
1,16000001,16200000,16099693,11319,4659,72.375,44.875,0.2345,0.0226,0.0149
1,16200001,16400000,16298104,9230,3729,97.75,16.25,0.7149,0.0804,0.0529
1,16400001,16600000,16497684,8901,3618,99.625,19.625,0.6709,0.0766,0.0506
1,16600001,16800000,16702439,9312,3964,73.75,39.75,0.2996,0.0341,0.0227
1,16800001,17000000,16899556,8946,3821,59.75,23,0.4441,0.035,0.0234
1,17000001,17200000,17099738,8554,3615,65,20.25,0.5249,0.0465,0.0321
1,17200001,17400000,17295704,10501,4387,71.5,118,-0.2454,-0.0397,-0.0257
1,17400001,17600000,17497950,10686,4780,91,51.25,0.2794,0.0368,0.0236
1,17600001,17800000,17699185,9936,4155,60.25,31,0.3205,0.031,0.0203
1,17800001,18000000,17900509,11029,4580,66.875,43.125,0.2159,0.0238,0.0152
1,18000001,18200000,18103279,11742,4890,84.875,34.625,0.4205,0.0475,0.0306
1,18200001,18400000,18301373,12300,4998,107,47.25,0.3874,0.0522,0.0331
1,18400001,18600000,18500896,12278,5184,117.5,53,0.3783,0.0533,0.0344
1,18600001,18800000,18697777,11935,5033,113.25,67,0.2566,0.0383,0.0252
1,18800001,19000000,18901243,10939,4753,97.25,48.25,0.3368,0.0435,0.0287
1,19000001,19200000,19095163,11931,5257,128.125,100.375,0.1214,0.0239,0.0154
1,19200001,19400000,19303201,12662,5477,133.625,92.125,0.1838,0.0318,0.021
1,19400001,19600000,19500262,12065,5227,108.875,96.125,0.0622,0.0122,0.0076
1,19600001,19800000,19700128,11804,4960,120.25,72.75,0.2461,0.0455,0.029
1,19800001,20000000,19903658,12331,5198,84.5,47,0.2852,0.0323,0.0213
1,20000001,20200000,20100106,12322,5084,68.875,52.875,0.1314,0.0146,0.0097
1,20200001,20400000,20299141,11102,4875,78.875,57.375,0.1578,0.0207,0.0132
1,20400001,20600000,20502592,12535,5121,103.5,53.75,0.3164,0.0475,0.029
1,20600001,20800000,20699847,12021,5032,136.125,54.625,0.4273,0.0799,0.0522
1,20800001,21000000,20898524,12600,5150,97.75,56,0.2715,0.0404,0.0258
1,21000001,21200000,21105646,11031,4292,106.875,52.625,0.3401,0.0533,0.0355
1,21200001,21400000,21302117,12307,4797,156.125,62.125,0.4307,0.0867,0.0551
1,21400001,21600000,21499799,11934,4956,95.625,83.625,0.0669,0.0117,0.0073
1,21600001,21800000,21697897,12892,5108,131.625,78.375,0.2536,0.0475,0.0303
1,21800001,22000000,21899441,12290,5135,127.25,82.5,0.2133,0.0393,0.0251
1,22000001,22200000,22096321,12494,5150,138.25,72.5,0.312,0.0555,0.0359
1,22200001,22400000,22302438,11938,4846,77.75,55.25,0.1692,0.0236,0.0149
1,22400001,22600000,22499000,11721,5044,113,71,0.2283,0.0362,0.0233
1,22600001,22800000,22697431,11240,4950,107.375,36.875,0.4887,0.0639,0.041
1,22800001,23000000,22901829,10417,4898,82.375,57.125,0.181,0.0233,0.0154
1,23000001,23200000,23099700,10863,4547,82.375,34.625,0.4081,0.0467,0.0316
1,23200001,23400000,23296965,11054,4584,99,65.5,0.2036,0.0321,0.021
1,23400001,23600000,23498613,10919,4572,77,69.25,0.053,0.0083,0.0051
1,23600001,23800000,23699806,10107,4253,74,39.75,0.3011,0.032,0.0212
1,23800001,24000000,23904833,11738,4688,125.75,71.75,0.2734,0.0521,0.0326
1,24000001,24200000,24099837,11762,4815,115.5,95.75,0.0935,0.0184,0.0117
1,24200001,24400000,24300764,10063,4018,80.625,51.875,0.217,0.0356,0.0224
1,24400001,24600000,24500977,10940,4306,108.25,65.5,0.246,0.0415,0.0263
1,24600001,24800000,24695837,11875,4966,120.625,83.125,0.184,0.0345,0.0221
1,24800001,25000000,24905219,11428,4586,98.875,46.125,0.3638,0.0493,0.0321
1,25000001,25200000,25106833,11973,5007,114.125,49.125,0.3982,0.0631,0.0413
1,25200001,25400000,25293465,12521,5290,103.75,53.25,0.3217,0.0423,0.0279
1,25400001,25600000,25496425,12165,5030,95.5,82.75,0.0715,0.0126,0.0078
1,25600001,25800000,25700528,12911,5504,103.125,88.625,0.0756,0.0126,0.0079
1,25800001,26000000,25899058,12421,5268,97.25,57,0.2609,0.0371,0.0242
1,26000001,26200000,26102445,12381,4898,89.75,39.75,0.3861,0.0468,0.0309
1,26200001,26400000,26298540,12672,5406,143.75,71.75,0.3341,0.06,0.0385
1,26400001,26600000,26501972,12324,4964,155.875,87.125,0.2829,0.0622,0.0395
1,26600001,26800000,26697814,13073,5362,115.625,106.625,0.0405,0.0077,0.0051
1,26800001,27000000,26898777,13047,5528,147,129,0.0652,0.0143,0.009
1,27000001,27200000,27099708,13224,5283,139.125,127.625,0.0431,0.0103,0.0063
1,27200001,27400000,27300219,13521,5431,144.5,106,0.1537,0.034,0.0212
1,27400001,27600000,27504710,12696,5323,143.875,81.625,0.2761,0.0533,0.0335
1,27600001,27800000,27704578,12401,4808,145.25,75,0.319,0.0646,0.0408
1,27800001,28000000,27891912,12269,5012,157.25,79,0.3312,0.0669,0.043
1,28000001,28200000,28100789,11879,5034,144.375,122.875,0.0804,0.0197,0.012
1,28200001,28400000,28298106,12118,5079,114.75,74.25,0.2143,0.0399,0.0243
1,28400001,28600000,28500739,11619,4843,135.75,76,0.2822,0.0549,0.0356
1,28600001,28800000,28698855,11657,4818,96.625,78.875,0.1011,0.0156,0.0097
1,28800001,29000000,28892453,12149,4878,120.5,55,0.3732,0.0663,0.0414
1,29000001,29200000,29108519,11385,4524,113.875,87.875,0.1289,0.0254,0.0154
1,29200001,29400000,29298680,12711,5119,129.75,100,0.1295,0.0257,0.0161
1,29400001,29600000,29504487,12303,5138,119,110.25,0.0382,0.0082,0.005
1,29600001,29800000,29697526,13553,5347,113.5,102.75,0.0497,0.0096,0.006
1,29800001,30000000,29897879,13109,5270,128.75,97.75,0.1369,0.0276,0.0174
1,30000001,30200000,30103086,12260,5040,81,43.25,0.3038,0.0345,0.023
1,30200001,30400000,30299453,12827,5281,112.625,56.375,0.3328,0.0478,0.0307
1,30400001,30600000,30500398,12743,5185,102.75,36,0.4811,0.0612,0.0411
1,30600001,30800000,30697389,12153,5008,166,98.75,0.254,0.0574,0.0361
1,30800001,31000000,30904437,12976,5455,128.5,115.5,0.0533,0.0107,0.0068
1,31000001,31200000,31099794,14383,5853,137.25,116.5,0.0818,0.0172,0.0105
1,31200001,31400000,31299475,12493,5387,151.125,135.625,0.0541,0.0129,0.0079
1,31400001,31600000,31497120,11771,4962,127.875,109.625,0.0768,0.0176,0.0107
1,31600001,31800000,31701457,12411,5052,141.75,131.75,0.0366,0.0079,0.0051
1,31800001,32000000,31901986,13086,5130,97.5,75.5,0.1272,0.0201,0.0129
1,32000001,32200000,32100198,14682,5814,132.125,105.625,0.1115,0.0225,0.014
1,32200001,32400000,32299499,12738,5000,155,128.5,0.0935,0.023,0.0144
1,32400001,32600000,32498649,13550,5542,173.125,115.875,0.1981,0.048,0.0297
1,32600001,32800000,32703544,12831,5166,132.375,106.625,0.1077,0.0225,0.0142
1,32800001,33000000,32896687,13159,5444,150.625,116.375,0.1283,0.0287,0.018
1,33000001,33200000,33095594,13133,5328,110.125,118.625,-0.0372,-0.0073,-0.0047
1,33200001,33400000,33302617,12119,4752,142.75,86.75,0.244,0.0521,0.0337
1,33400001,33600000,33498124,13381,5289,142.875,123.375,0.0732,0.0158,0.0099
1,33600001,33800000,33703101,14420,5831,184.125,145.125,0.1185,0.0293,0.0175
1,33800001,34000000,33902560,13775,5556,157.75,129.5,0.0983,0.0225,0.0145
1,34000001,34200000,34104628,12996,5138,171.625,103.375,0.2482,0.0547,0.0355
1,34200001,34400000,34296398,12737,5168,146.25,125,0.0783,0.0162,0.0103
1,34400001,34600000,34501729,11616,5016,113,72.25,0.22,0.0371,0.0239
1,34600001,34800000,34700796,12096,4962,171.25,100.5,0.2603,0.0632,0.0395
1,34800001,35000000,34902941,12722,5126,141.125,71.875,0.3251,0.0604,0.039
1,35000001,35200000,35108752,12302,4944,102.25,98.75,0.0174,0.0032,0.002
1,35200001,35400000,35297260,13458,5256,162,115.75,0.1665,0.0393,0.024
1,35400001,35600000,35508422,13637,5380,169.5,102.25,0.2475,0.0554,0.0347
1,35600001,35800000,35697430,13760,5447,151.375,142.625,0.0298,0.0066,0.0042
1,35800001,36000000,35902289,12590,5203,168.5,129.75,0.1299,0.0324,0.0203
1,36000001,36200000,36101735,13423,5289,154.375,105.125,0.1898,0.0413,0.0259
1,36200001,36400000,36299035,14892,5870,188.5,106.25,0.2791,0.0595,0.0382
1,36400001,36600000,36497745,13805,5411,140.875,98.625,0.1764,0.0324,0.0209
1,36600001,36800000,36694092,13409,5367,149.375,91.125,0.2422,0.0505,0.0308
1,36800001,37000000,36901465,12979,5288,107.875,75.125,0.179,0.0284,0.018
1,37000001,37200000,37098118,14060,5711,169,122,0.1615,0.0386,0.024
1,37200001,37400000,37300679,13201,5491,142.125,83.875,0.2577,0.0493,0.0308
1,37400001,37600000,37497205,12932,5276,135.5,143.25,-0.0278,-0.0065,-0.0041
1,37600001,37800000,37704633,12528,5173,166,108,0.2117,0.0489,0.0309
1,37800001,38000000,37900716,13486,5482,145.625,89.875,0.2367,0.0523,0.0316
1,38000001,38200000,38100345,14296,5962,151.5,114.5,0.1391,0.0296,0.0189
1,38200001,38400000,38296149,12818,5210,149.375,80.375,0.3003,0.0625,0.039
1,38400001,38600000,38496957,14118,5731,149.75,103.25,0.1838,0.037,0.0237
1,38600001,38800000,38698401,12691,4958,115.5,85.75,0.1478,0.026,0.0165
1,38800001,39000000,38900963,11095,4515,98.75,74,0.1433,0.0259,0.0163
1,39000001,39200000,39101207,11188,4506,94.5,52,0.2901,0.0465,0.0291
1,39200001,39400000,39303171,11214,4403,111.875,55.875,0.3338,0.0597,0.0382
1,39400001,39600000,39499347,12342,5012,98,85,0.071,0.0117,0.0074
1,39600001,39800000,39697793,12186,4861,81.5,34.75,0.4022,0.0547,0.0334
1,39800001,40000000,39899004,12970,5411,109.25,85,0.1248,0.022,0.0143
1,40000001,40200000,40097082,12454,4973,117.375,53.375,0.3748,0.0622,0.0379
1,40200001,40400000,40301558,13099,5157,105.125,65.375,0.2331,0.0345,0.0224
1,40400001,40600000,40501049,12625,5095,83.375,63.875,0.1324,0.0182,0.0118
1,40600001,40800000,40701142,12603,5026,133.5,43.25,0.5106,0.0847,0.054
1,40800001,41000000,40899208,12009,4993,109.5,116.75,-0.032,-0.0064,-0.0041
1,41000001,41200000,41099951,12238,5260,147.625,68.375,0.3669,0.067,0.0444
1,41200001,41400000,41300624,12184,4743,92.625,59.875,0.2148,0.0267,0.0178
1,41400001,41600000,41498925,12395,4883,112.5,99.75,0.0601,0.0107,0.0068
1,41600001,41800000,41701436,13340,5238,125.25,100,0.1121,0.0228,0.0142
1,41800001,42000000,41897165,12053,4725,123.625,66.875,0.2979,0.0558,0.0367
1,42000001,42200000,42082135,10179,3763,114.375,72.125,0.2265,0.0528,0.0337
1,42200001,42400000,42303602,12413,4827,110.875,78.125,0.1733,0.0302,0.0195
1,42400001,42600000,42502153,13746,5307,140.75,80.75,0.2709,0.0499,0.0323
1,42600001,42800000,42698663,13035,5192,139.375,98.875,0.17,0.0344,0.0221
1,42800001,43000000,42900294,13002,5005,130.625,99.375,0.1359,0.0273,0.0177
1,43000001,43200000,43096166,13653,5459,143.625,145.375,-0.0061,-0.0014,-0.0009
1,43200001,43400000,43304564,11603,4569,127,97.75,0.1301,0.0238,0.0157
1,43400001,43600000,43498184,14037,5570,158.75,135,0.0809,0.0185,0.0113
1,43600001,43800000,43702099,14070,5624,153.625,125.125,0.1022,0.0225,0.0142
1,43800001,44000000,43900384,13770,5509,176.5,113,0.2193,0.0482,0.03
1,44000001,44200000,44100981,13180,5327,159.875,109.125,0.1887,0.0416,0.026
1,44200001,44400000,44298711,12742,5173,128,141,-0.0483,-0.011,-0.0067
1,44400001,44600000,44504977,12130,4659,103.75,99,0.0234,0.0043,0.0028
1,44600001,44800000,44697689,12313,4959,135.75,107,0.1184,0.025,0.0161
1,44800001,45000000,44897026,12297,4730,110.25,75.5,0.1871,0.0323,0.0204
1,45000001,45200000,45103101,12548,4957,156.25,79.75,0.3242,0.0684,0.0434
1,45200001,45400000,45302621,13224,5334,154.875,140.125,0.05,0.0119,0.0074
1,45400001,45600000,45497829,12454,4967,114.25,112.25,0.0088,0.0018,0.0012
1,45600001,45800000,45699312,12651,5130,161.75,116.25,0.1637,0.0366,0.0234
1,45800001,46000000,45901339,13275,5225,173.125,113.875,0.2064,0.0465,0.029
1,46000001,46200000,46097835,12895,5231,156.375,127.625,0.1012,0.0248,0.0152
1,46200001,46400000,46294898,13307,5572,138.125,84.875,0.2388,0.0394,0.0256
1,46400001,46600000,46495334,10918,4373,102.5,74.25,0.1598,0.0251,0.0165
1,46600001,46800000,46697576,10236,4049,115.5,61.25,0.3069,0.0526,0.0347
1,46800001,47000000,46901009,10856,4384,125.125,71.125,0.2752,0.045,0.0295
1,47000001,47200000,47098861,10084,3905,64.5,22.75,0.4785,0.0394,0.0255
1,47200001,47400000,47297601,9893,3995,82.875,45.375,0.2924,0.0346,0.0225
1,47400001,47600000,47500199,10859,4548,69,41,0.2545,0.0241,0.0164
1,47600001,47800000,47704845,9813,3974,65.75,22.5,0.4901,0.0379,0.0252
1,47800001,48000000,47899710,11809,4671,98.5,35.75,0.4674,0.0487,0.0314
1,48000001,48200000,48098551,11836,4825,80.625,52.125,0.2147,0.0224,0.0146
1,48200001,48400000,48296788,11198,4450,86.5,41.25,0.3542,0.036,0.0244
1,48400001,48600000,48506431,10049,3981,62.25,20,0.5137,0.0378,0.0256
1,48600001,48800000,48699267,11864,4907,86.25,36,0.411,0.0361,0.0241
1,48800001,49000000,48899020,11304,4870,92.25,45,0.3443,0.036,0.0243
1,49000001,49200000,49096783,10759,4567,88.875,48.125,0.2974,0.0337,0.0214
1,49200001,49400000,49300045,10153,3974,71.25,42.5,0.2527,0.0283,0.0176
1,49400001,49600000,49498496,11534,4500,104,75,0.162,0.0204,0.0135
1,49600001,49800000,49700196,11904,4778,119.5,58.5,0.3427,0.0449,0.0289
1,49800001,50000000,49901727,9559,3736,68,39.5,0.2651,0.0273,0.0168
1,50000001,50200000,50102283,11378,4460,105.25,46.25,0.3894,0.051,0.0311
1,50200001,50400000,50295837,9517,3669,62.125,31.125,0.3324,0.0291,0.0186
1,50400001,50600000,50503303,9036,3406,77.5,47.5,0.24,0.0287,0.0182
1,50600001,50800000,50701486,10835,3837,79.5,49,0.2374,0.027,0.0168
1,50800001,51000000,50899576,11344,4542,142.25,79.5,0.283,0.0525,0.0323
1,51000001,51200000,51100523,11529,4454,108,110.25,-0.0103,-0.002,-0.0013
1,51200001,51400000,51303275,11965,4502,120.25,106.75,0.0595,0.012,0.0074
1,51400001,51600000,51501495,13609,5212,132.75,103,0.1262,0.024,0.015
1,51600001,51800000,51692817,13013,4990,141.375,85.875,0.2442,0.0442,0.0282
1,51800001,52000000,51902547,11610,4637,104,67.25,0.2146,0.0366,0.0228
1,52000001,52200000,52097334,13934,5613,193,114.5,0.2553,0.0576,0.0365
1,52200001,52400000,52305160,13162,4849,151.5,106.75,0.1733,0.0382,0.0238
1,52400001,52600000,52504055,15653,6224,185.75,159.75,0.0753,0.0175,0.0108
1,52600001,52800000,52695413,13734,5386,145.125,110.625,0.1349,0.028,0.018
1,52800001,53000000,52900376,12149,5131,132.75,92.75,0.1774,0.034,0.0214
1,53000001,53200000,53101018,12370,4786,144.625,99.125,0.1867,0.0419,0.0263
1,53200001,53400000,53299648,13216,5250,149.375,102.375,0.1867,0.0392,0.0249
1,53400001,53600000,53498326,13962,5599,148.625,102.375,0.1843,0.0377,0.0234
1,53600001,53800000,53700527,12050,4911,137,97.5,0.1684,0.0343,0.0219
1,53800001,54000000,53902635,12177,4992,136.5,125.75,0.041,0.0097,0.006
1,54000001,54200000,54100675,12440,4831,156.625,83.375,0.3052,0.0637,0.0403
1,54200001,54400000,54300835,12392,4923,131,94.5,0.1619,0.0338,0.0207
1,54400001,54600000,54496665,10862,4605,102,64.75,0.2234,0.0352,0.023
1,54600001,54800000,54702218,12197,4985,197.875,105.875,0.3029,0.0794,0.0498
1,54800001,55000000,54899353,13246,5147,155.75,142,0.0462,0.0111,0.007
1,55000001,55200000,55099027,12889,4864,167.75,89.75,0.3029,0.0617,0.0396
1,55200001,55400000,55297116,13158,5276,143.875,95.125,0.204,0.034,0.0225
1,55400001,55600000,55502400,12879,5052,132.375,86.625,0.2089,0.0393,0.0251
1,55600001,55800000,55701622,11971,4711,123.75,99.5,0.1086,0.0212,0.0133
1,55800001,56000000,55899500,12887,5500,177.5,93,0.3124,0.0638,0.0415
1,56000001,56200000,56102627,13155,5367,152.625,98.125,0.2173,0.0429,0.0271
1,56200001,56400000,56304798,13249,5394,148.25,131.5,0.0599,0.0143,0.0088
1,56400001,56600000,56504376,12792,5186,149,85.25,0.2721,0.0552,0.0349
1,56600001,56800000,56700950,13267,5275,165,119.5,0.1599,0.0382,0.0238
1,56800001,57000000,56898107,13189,5104,143.125,100.125,0.1768,0.0328,0.0217
1,57000001,57200000,57100870,14546,5707,171.5,130.75,0.1348,0.0289,0.0185
1,57200001,57400000,57296001,13141,5411,155.625,154.875,0.0024,0.0005,0.0003
1,57400001,57600000,57506863,11217,4404,130.75,76.5,0.2618,0.0474,0.0306
1,57600001,57800000,57696392,11500,4512,104.5,76,0.1579,0.0246,0.016
1,57800001,58000000,57903404,11814,4818,139.625,78.625,0.2795,0.0576,0.0364
1,58000001,58200000,58099975,12436,5107,91.625,56.125,0.2403,0.0302,0.0196
1,58200001,58400000,58293611,13112,5384,131.5,115.25,0.0659,0.013,0.0083
1,58400001,58600000,58499169,10634,4413,125,46.5,0.4577,0.0707,0.0449
1,58600001,58800000,58704873,11663,4679,113.5,98,0.0733,0.0141,0.0088
1,58800001,59000000,58897548,12341,5241,114.5,72,0.2279,0.0334,0.0219
1,59000001,59200000,59100011,12542,4965,123.25,92.25,0.1439,0.0222,0.0147
1,59200001,59400000,59301768,12918,5300,167.875,104.875,0.231,0.045,0.029
1,59400001,59600000,59499463,12241,4957,174.5,89.25,0.3232,0.0639,0.0409
1,59600001,59800000,59700463,14117,5441,169.5,121,0.167,0.0406,0.025
1,59800001,60000000,59902130,13542,5240,152.75,126.5,0.094,0.0205,0.0131
1,60000001,60200000,60096709,13853,5183,162.375,80.375,0.3378,0.0638,0.0407
1,60200001,60400000,60300702,12806,4944,153.625,106.625,0.1806,0.0383,0.0244
1,60400001,60600000,60492756,11513,4337,119.5,90,0.1408,0.0244,0.0161
1,60600001,60800000,60722555,9271,3502,92.875,61.875,0.2003,0.0316,0.021
1,60800001,61000000,60907752,13081,5362,118.5,115,0.015,0.0024,0.0016
1,61000001,61200000,61103046,14028,5408,202.25,125.25,0.2351,0.0591,0.0363
1,61200001,61400000,61299711,12785,4999,153.125,99.875,0.2105,0.0456,0.0282
1,61400001,61600000,61501167,13331,5192,117.125,89.125,0.1358,0.0211,0.014
1,61600001,61800000,61703135,14128,5718,197.625,150.125,0.1366,0.0328,0.0208
1,61800001,62000000,61900480,13462,5156,146.625,122.375,0.0901,0.0196,0.0122
1,62000001,62200000,62096440,12368,4817,124.125,122.625,0.0061,0.0013,0.0008
1,62200001,62400000,62297458,11009,4279,104.875,73.625,0.1751,0.0314,0.0201
1,62400001,62600000,62502833,11846,4658,113.75,69.25,0.2432,0.0466,0.0291
1,62600001,62800000,62702750,12844,5017,151.875,83.375,0.2912,0.0588,0.0376
1,62800001,63000000,62902151,13660,5492,136.625,121.625,0.0581,0.0119,0.0076
1,63000001,63200000,63098960,13382,5218,128,103,0.1082,0.0195,0.0129
1,63200001,63400000,63297306,13089,5426,154.75,90.75,0.2607,0.0528,0.0333
1,63400001,63600000,63506769,12313,5242,122.5,105.25,0.0757,0.0145,0.0092
1,63600001,63800000,63699508,13739,5545,155.875,135.625,0.0695,0.0158,0.0099
1,63800001,64000000,63898267,14144,5697,155.75,133.25,0.0779,0.0161,0.0101
1,64000001,64200000,64107015,10594,4289,163.75,94.5,0.2682,0.0654,0.0421
1,64200001,64400000,64301882,13233,5440,164.75,148.75,0.051,0.0135,0.0082
1,64400001,64600000,64501031,13395,5333,130.875,135.875,-0.0187,-0.0043,-0.0027
1,64600001,64800000,64703844,12861,5317,137.625,73.875,0.3014,0.0516,0.0328
1,64800001,65000000,64901489,13088,5271,135.625,92.875,0.1871,0.0354,0.0219
1,65000001,65200000,65095344,12661,5184,118.75,92,0.1269,0.0219,0.0143
1,65200001,65400000,65304006,13338,5593,182.375,112.125,0.2385,0.0512,0.0329
1,65400001,65600000,65500944,13537,5206,151.625,122.625,0.1057,0.0241,0.0153
1,65600001,65800000,65697831,12868,5045,144.125,127.625,0.0607,0.0133,0.0083
1,65800001,66000000,65900170,14382,5769,147.75,116,0.1204,0.0249,0.0159
