scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM
1,3500001,3600000,3548942,7022,2877,108.5,79.75,0.1527,0.0382,0.0247
1,3600001,3700000,3649494,7440,2986,87.625,97.125,-0.0514,-0.0136,-0.0089
1,3700001,3800000,3752866,8402,3578,104.375,119.125,-0.066,-0.0184,-0.0113
1,3800001,3900000,3846936,7764,3294,131.875,115.375,0.0667,0.0214,0.0135
1,3900001,4000000,3948221,7467,2905,123.5,76.5,0.235,0.068,0.0459
1,4000001,4100000,4050462,7476,3102,105.625,78.375,0.1481,0.0388,0.0238
1,4100001,4200000,4147679,6175,2430,89,78.25,0.0643,0.019,0.0118
1,4200001,4300000,4251431,6759,2555,54.75,60.75,-0.0519,-0.0107,-0.0063
1,4300001,4400000,4350030,6744,2495,81,57,0.1739,0.0417,0.0261
1,4400001,4500000,4448093,7204,2738,94,55.5,0.2575,0.0608,0.0385
1,4500001,4600000,4550614,6910,2763,83.25,37.25,0.3817,0.0811,0.0504
1,4600001,4700000,4649344,6709,2516,52.25,29,0.2862,0.0439,0.0276
1,4700001,4800000,4747168,6177,2390,53.375,50.125,0.0314,0.0074,0.0044
1,4800001,4900000,4849637,6797,2584,63,31.75,0.3298,0.0558,0.0367
1,4900001,5000000,4950390,7151,2750,78,45.25,0.2657,0.0556,0.0348
1,5000001,5100000,5050034,7531,2959,67.125,57.375,0.0783,0.0149,0.009
1,5100001,5200000,5149874,7418,2894,78.875,61.375,0.1248,0.0276,0.0174
1,5200001,5300000,5249662,7517,3023,90.625,50.375,0.2855,0.0579,0.0369
1,5300001,5400000,5350014,7171,2788,87.5,88.5,-0.0057,-0.0015,-0.0009
1,5400001,5500000,5448180,7061,2724,96.25,78.5,0.1016,0.0258,0.0162
1,5500001,5600000,5551065,6633,2501,77.125,74.625,0.0165,0.0041,0.0026
1,5600001,5700000,5649644,7676,3111,139.125,74.625,0.3018,0.0797,0.0526
1,5700001,5800000,5752087,6418,2594,73.125,63.125,0.0734,0.0159,0.0107
1,5800001,5900000,5851205,7446,3132,62,81.25,-0.1344,-0.0288,-0.0174
1,5900001,6000000,5952380,8276,3263,114.5,96,0.0879,0.022,0.0148
1,6000001,6100000,6051756,7880,3079,110,67.5,0.2394,0.0586,0.0381
1,6100001,6200000,6150052,7469,2900,113.5,74.5,0.2074,0.053,0.0356
1,6200001,6300000,6249224,6760,2657,82.875,65.375,0.118,0.0276,0.0172
1,6300001,6400000,6349446,7429,2901,85.875,63.375,0.1508,0.0327,0.0206
1,6400001,6500000,6453189,7212,2769,87.375,73.875,0.0837,0.0203,0.0134
1,6500001,6600000,6550065,7712,2863,82.875,82.625,0.0015,0.0004,0.0002
1,6600001,6700000,6648863,7124,2677,82.5,83.5,-0.006,-0.0016,-0.001
1,6700001,6800000,6752827,7244,2864,88,68.75,0.1228,0.0306,0.0202
1,6800001,6900000,6851453,8035,3028,116.625,93.875,0.1081,0.0291,0.0192
1,6900001,7000000,6949272,6718,2585,83,46.25,0.2843,0.0562,0.0368
1,7000001,7100000,7048202,7064,2783,99.375,73.125,0.1522,0.0399,0.0252
1,7100001,7200000,7152263,6614,2795,62.375,50.625,0.104,0.0203,0.0122
1,7200001,7300000,7250054,5955,2431,57.375,47.125,0.0981,0.0192,0.0121
1,7300001,7400000,7351349,6356,2449,52.25,24.75,0.3571,0.0484,0.0318
1,7400001,7500000,7449850,6255,2390,46.625,39.125,0.0875,0.0121,0.0076
1,7500001,7600000,7553613,5713,2104,33.75,9.75,0.5517,0.0558,0.0344
1,7600001,7700000,7649306,5691,2192,45.5,35.25,0.1269,0.0187,0.0119
1,7700001,7800000,7750922,6720,2672,87.25,27.5,0.5207,0.0811,0.055
1,7800001,7900000,7851364,6122,2440,65.5,28,0.4011,0.0664,0.0436
1,7900001,8000000,7948037,6337,2378,45.5,28.5,0.2297,0.0371,0.0234
1,8000001,8100000,8052999,6328,2290,66.75,29.75,0.3834,0.0697,0.0437
1,8100001,8200000,8150165,6647,2662,54.5,53.75,0.0069,0.0015,0.0009
1,8200001,8300000,8248619,6355,2557,50.5,46.75,0.0386,0.0068,0.0045
1,8300001,8400000,8349499,6484,2594,76.375,60.375,0.117,0.0283,0.0173
1,8400001,8500000,8450589,6882,2750,82.75,55.5,0.1971,0.0447,0.0279
1,8500001,8600000,8548748,7311,2768,75.75,54.5,0.1631,0.0318,0.021
1,8600001,8700000,8651184,7089,2836,90,50,0.2857,0.0686,0.0443
1,8700001,8800000,8750107,7441,2893,83,62.75,0.1389,0.0317,0.021
1,8800001,8900000,8850545,6610,2766,84.5,57.25,0.1922,0.0444,0.0284
1,8900001,9000000,8950704,6398,2617,77.875,48.625,0.2312,0.0498,0.0318
1,9000001,9100000,9048663,6708,2686,103.5,50.25,0.3463,0.0876,0.0538
1,9100001,9200000,9147520,6472,2586,98.75,57.75,0.262,0.0668,0.0423
1,9200001,9300000,9252816,6389,2580,62.125,45.625,0.1531,0.0286,0.0187
1,9300001,9400000,9349083,7263,3119,99.625,83.375,0.0888,0.0237,0.0148
1,9400001,9500000,9448776,6703,2842,68.625,54.625,0.1136,0.0224,0.0147
1,9500001,9600000,9547306,7107,2972,73,42,0.2696,0.0506,0.0324
1,9600001,9700000,9649136,6441,2550,76.625,42.625,0.2851,0.0562,0.0377
1,9700001,9800000,9751165,6663,2567,72.75,46.5,0.2201,0.0419,0.0276
1,9800001,9900000,9849659,6216,2498,64.375,41.375,0.2175,0.0418,0.0263
1,9900001,10000000,9948180,6851,2663,54.5,26.5,0.3457,0.053,0.0334
1,10000001,10100000,10048591,6107,2444,55.375,36.625,0.2038,0.036,0.0233
1,10100001,10200000,10148149,5788,2399,54.625,40.125,0.153,0.0249,0.0169
1,10200001,10300000,10250870,5349,2185,68.25,33,0.3481,0.0738,0.046
1,10300001,10400000,10345246,5460,2349,62.25,46.25,0.1475,0.0259,0.017
1,10400001,10500000,10451907,5904,2537,50.75,42.75,0.0856,0.0134,0.0088
1,10500001,10600000,10548795,6030,2505,60.875,70.125,-0.0706,-0.0158,-0.0099
1,10600001,10700000,10653366,5705,2494,67.875,49.125,0.1603,0.0331,0.0212
1,10700001,10800000,10752265,6861,2942,83,52.75,0.2228,0.0465,0.0297
1,10800001,10900000,10850615,7054,2878,100.375,53.375,0.3057,0.0726,0.0461
1,10900001,11000000,10951254,6817,2914,103,43.75,0.4037,0.0889,0.0583
1,11000001,11100000,11049358,6488,2819,64.25,51.75,0.1078,0.019,0.0126
1,11100001,11200000,11151960,6684,2715,88.875,42.125,0.3569,0.0758,0.0479
1,11200001,11300000,11247448,6335,2706,87,59.75,0.1857,0.0406,0.0268
1,11300001,11400000,11350378,7243,2852,92.125,71.625,0.1252,0.0306,0.0193
1,11400001,11500000,11454238,6684,2801,108.625,41.625,0.4459,0.1025,0.0671
1,11500001,11600000,11551669,6159,2743,51.75,59.5,-0.0697,-0.0145,-0.009
1,11600001,11700000,11650229,6675,2595,65.5,63.75,0.0135,0.0025,0.0017
1,11700001,11800000,11747406,6602,2673,70,69,0.0072,0.0016,0.001
1,11800001,11900000,11852344,5989,2412,83.125,67.375,0.1047,0.0263,0.0163
1,11900001,12000000,11950928,6567,2709,68.375,66.625,0.013,0.0028,0.0018
1,12000001,12100000,12050619,6837,2726,74,68,0.0423,0.0102,0.006
1,12100001,12200000,12150863,6729,2728,84.875,74.875,0.0626,0.0156,0.0099
1,12200001,12300000,12250743,6341,2795,73,70.5,0.0174,0.0033,0.0021
1,12300001,12400000,12350979,6281,2533,68.375,75.875,-0.052,-0.0131,-0.0078
1,12400001,12500000,12449431,6817,2737,73.125,60.875,0.0914,0.0197,0.0126
1,12500001,12600000,12545807,5831,2332,58.875,44.875,0.1349,0.0254,0.0164
1,12600001,12700000,12651183,5902,2411,52.5,12.75,0.6092,0.0696,0.0443
1,12700001,12800000,12747068,5574,2388,58.75,19.25,0.5064,0.0763,0.0489
1,12800001,12900000,12848342,6220,2741,63.75,75.75,-0.086,-0.0173,-0.0114
1,12900001,13000000,12948324,5877,2530,39,23.25,0.253,0.0266,0.0176
1,13000001,13100000,13050747,5996,2557,79.125,73.625,0.036,0.0083,0.0052
1,13100001,13200000,13149029,5758,2407,71.375,28.375,0.4311,0.078,0.0503
1,13200001,13300000,13250310,5714,2439,62.375,45.625,0.1551,0.0288,0.0186
1,13300001,13400000,13350334,6322,2737,78.375,35.625,0.375,0.0716,0.0464
1,13400001,13500000,13451016,6313,2590,52.375,40.875,0.1233,0.0187,0.0121
1,13500001,13600000,13550154,5876,2401,44.25,41.5,0.0321,0.0048,0.0031
1,13600001,13700000,13651624,6381,2803,88.75,60.5,0.1893,0.0423,0.027
1,13700001,13800000,13748704,6671,2840,64.75,48,0.1486,0.0286,0.0176
1,13800001,13900000,13850361,6307,2894,41.125,19.125,0.3651,0.0346,0.0237
1,13900001,14000000,13951746,6163,2661,61.375,21.625,0.4789,0.0625,0.0422
1,14000001,14100000,14049281,5566,2330,95.25,34.75,0.4654,0.1046,0.0651
1,14100001,14200000,14150425,5567,2440,44,47.25,-0.0356,-0.006,-0.0038
1,14200001,14300000,14247980,5010,2188,41.75,33,0.1171,0.0176,0.0112
1,14300001,14400000,14354903,5519,2436,56.5,31.75,0.2805,0.0395,0.0272
1,14400001,14500000,14451698,6245,2630,64.125,54.125,0.0846,0.0166,0.0106
1,14500001,14600000,14551304,6572,2874,75.375,60.125,0.1125,0.0241,0.0151
1,14600001,14700000,14648134,6755,2876,87,38.75,0.3837,0.0754,0.0499
1,14700001,14800000,14754481,5213,2257,39.5,28,0.1704,0.0251,0.0159
1,14800001,14900000,14845840,5937,2545,66.625,24.875,0.4563,0.0694,0.0449
1,14900001,15000000,14949564,5993,2575,42.5,31.25,0.1525,0.0212,0.0136
1,15000001,15100000,15051921,5588,2517,50.25,27.25,0.2968,0.04,0.026
1,15100001,15200000,15151008,5885,2488,45.125,20.625,0.3726,0.0401,0.0275
1,15200001,15300000,15250777,5847,2483,46.25,15.25,0.5041,0.056,0.0373
1,15300001,15400000,15347387,6105,2640,44,17,0.4426,0.0421,0.0283
1,15400001,15500000,15449135,5848,2475,46.125,17.625,0.4471,0.0502,0.0336
1,15500001,15600000,15552420,5403,2319,40.875,12.875,0.5209,0.0518,0.0342
1,15600001,15700000,15649174,5865,2324,29.875,17.375,0.2646,0.0221,0.015
1,15700001,15800000,15747752,5533,2175,38.75,7.5,0.6757,0.0594,0.0409
1,15800001,15900000,15849445,5329,2253,31.625,9.625,0.5333,0.0412,0.0265
1,15900001,16000000,15949093,5291,2290,51.25,18.5,0.4695,0.0613,0.0401
1,16000001,16100000,16051363,5755,2272,35.375,19.625,0.2864,0.0256,0.0173
1,16100001,16200000,16149682,5564,2387,37,25.25,0.1888,0.0195,0.0126
1,16200001,16300000,16250833,4907,1892,56,10.25,0.6906,0.0882,0.0591
1,16300001,16400000,16351761,4323,1837,41.75,6,0.7487,0.0722,0.0465
1,16400001,16500000,16451102,4578,1858,45.5,13.75,0.5359,0.0571,0.0395
1,16500001,16600000,16547013,4323,1760,54.125,5.875,0.8042,0.0989,0.0621
1,16600001,16700000,16647975,4571,1933,31.625,13.625,0.3978,0.0377,0.0251
1,16700001,16800000,16754950,4741,2031,42.125,26.125,0.2344,0.0309,0.0206
1,16800001,16900000,16851036,4453,1890,26.75,12.5,0.3631,0.0286,0.0189
1,16900001,17000000,16947644,4493,1931,33,10.5,0.5172,0.0407,0.0275
1,17000001,17100000,17048907,4255,1758,38,11.75,0.5276,0.0546,0.0374
1,17100001,17200000,17150048,4299,1857,27,8.5,0.5211,0.0384,0.0267
1,17200001,17300000,17250342,5556,2323,39.625,59.375,-0.1995,-0.0316,-0.021
1,17300001,17400000,17346671,4945,2064,31.875,58.625,-0.2956,-0.0489,-0.0308
1,17400001,17500000,17447783,5354,2550,50.75,38.75,0.1341,0.0209,0.0131
1,17500001,17600000,17548324,5332,2230,40.25,12.5,0.5261,0.0547,0.0359
1,17600001,17700000,17651160,4929,2087,28.25,15.5,0.2914,0.0246,0.0164
1,17700001,17800000,17746461,5007,2068,32,15.5,0.3474,0.0388,0.0248
1,17800001,17900000,17852093,5580,2365,35.25,18.25,0.3178,0.034,0.0213
1,17900001,18000000,17950090,5449,2215,31.625,24.875,0.1195,0.0135,0.0088
1,18000001,18100000,18049594,5505,2311,42,14.5,0.4867,0.0586,0.0384
1,18100001,18200000,18150664,6237,2579,42.875,20.125,0.3611,0.0386,0.0246
1,18200001,18300000,18250848,6025,2366,39,23.75,0.243,0.0264,0.0171
1,18300001,18400000,18349886,6275,2632,68,23.5,0.4863,0.0785,0.0487
1,18400001,18500000,18452642,6241,2695,67,25.25,0.4526,0.0672,0.0437
1,18500001,18600000,18550780,6037,2489,50.5,27.75,0.2907,0.0387,0.0247
1,18600001,18700000,18647977,6153,2536,52,26,0.3333,0.0443,0.0309
1,18700001,18800000,18750773,5782,2497,61.25,41,0.198,0.0326,0.0203
1,18800001,18900000,18848310,5262,2233,44,30.75,0.1773,0.026,0.0166
1,18900001,19000000,18950307,5677,2520,53.25,17.5,0.5053,0.0579,0.0394
1,19000001,19100000,19048662,6532,2890,69.875,39.625,0.2763,0.0479,0.0308
1,19100001,19200000,19151423,5399,2367,58.25,60.75,-0.021,-0.0047,-0.003
1,19200001,19300000,19249917,6023,2612,48,35.25,0.1532,0.0215,0.0142
1,19300001,19400000,19351542,6639,2865,85.625,56.875,0.2018,0.0405,0.0265
1,19400001,19500000,19448909,5971,2626,51.25,45,0.0649,0.0119,0.0074
1,19500001,19600000,19550578,6094,2601,57.625,51.125,0.0598,0.0125,0.0077
1,19600001,19700000,19648927,5816,2484,74.375,32.875,0.3869,0.0791,0.0501
1,19700001,19800000,19749858,5988,2476,45.875,39.875,0.07,0.0115,0.0074
1,19800001,19900000,19850709,5732,2480,43.75,23.25,0.306,0.0378,0.0246
1,19900001,20000000,19949650,6599,2718,40.75,23.75,0.2636,0.0276,0.0183
1,20000001,20100000,20049151,6021,2575,38.625,34.375,0.0582,0.0075,0.005
1,20100001,20200000,20148796,6301,2509,30.25,18.5,0.241,0.0223,0.0147
1,20200001,20300000,20250433,5693,2626,41,29.25,0.1673,0.0207,0.0137
1,20300001,20400000,20350406,5409,2249,37.875,28.125,0.1477,0.0207,0.0126
1,20400001,20500000,20450698,6076,2388,55.625,29.625,0.305,0.0458,0.0294
1,20500001,20600000,20551410,6459,2733,47.875,24.125,0.3299,0.0495,0.0287
1,20600001,20700000,20648335,5883,2501,80.25,29.5,0.4624,0.095,0.0622
1,20700001,20800000,20749220,6138,2531,55.875,25.125,0.3796,0.0632,0.0414
1,20800001,20900000,20850090,6427,2674,40,21.75,0.2955,0.0377,0.0238
1,20900001,21000000,20948951,6173,2476,57.75,34.25,0.2554,0.0428,0.0276
1,21000001,21100000,21054645,5142,1989,53.25,24,0.3786,0.0639,0.0426
1,21100001,21200000,21150178,5889,2303,53.625,28.625,0.304,0.0446,0.0297
1,21200001,21300000,21251015,5924,2244,54.875,27.875,0.3263,0.056,0.0352
1,21300001,21400000,21349544,6383,2553,101.25,34.25,0.4945,0.1113,0.0714
1,21400001,21500000,21449515,5970,2487,49.75,51.25,-0.0149,-0.003,-0.0018
1,21500001,21600000,21550133,5964,2469,45.875,32.375,0.1725,0.0259,0.0167
1,21600001,21700000,21647814,6541,2604,79.25,35,0.3873,0.0769,0.0482
1,21700001,21800000,21749478,6351,2504,52.375,43.375,0.094,0.0165,0.0107
1,21800001,21900000,21849189,6193,2505,67,33.5,0.3333,0.0585,0.0373
1,21900001,22000000,21950483,6097,2630,60.25,49,0.103,0.0199,0.0127
1,22000001,22100000,22052633,6925,2840,70.75,33.75,0.3541,0.0617,0.0406
1,22100001,22200000,22150646,5569,2310,67.5,38.75,0.2706,0.0492,0.0313
1,22200001,22300000,22251815,5688,2287,38.875,29.125,0.1434,0.0203,0.0129
1,22300001,22400000,22348510,6250,2559,38.875,26.125,0.1962,0.027,0.0169
1,22400001,22500000,22448635,5925,2522,59,19.75,0.4984,0.0709,0.0468
1,22500001,22600000,22550486,5796,2522,54,51.25,0.0261,0.0045,0.0029
1,22600001,22700000,22650473,5884,2553,67.125,17.375,0.5888,0.0865,0.0543
1,22700001,22800000,22749018,5356,2397,40.25,19.5,0.3473,0.0393,0.0259
1,22800001,22900000,22850272,5030,2455,39.5,35.75,0.0498,0.0064,0.0043
1,22900001,23000000,22949969,5387,2443,42.875,21.375,0.3346,0.043,0.0282
1,23000001,23100000,23050854,5682,2365,39.75,14,0.4791,0.0504,0.0337
1,23100001,23200000,23153271,5181,2182,42.625,20.625,0.3478,0.043,0.0295
1,23200001,23300000,23249954,5817,2430,59.75,39.5,0.204,0.0372,0.0244
1,23300001,23400000,23349182,5237,2154,39.25,26,0.2031,0.0266,0.0172
1,23400001,23500000,23451346,5623,2326,37.5,34.5,0.0417,0.0068,0.0041
1,23500001,23600000,23548797,5296,2246,39.5,34.75,0.064,0.0096,0.0061
1,23600001,23700000,23647051,5109,2100,32.75,21.75,0.2018,0.0225,0.0144
1,23700001,23800000,23753733,4998,2153,41.25,18,0.3924,0.0401,0.0275
1,23800001,23900000,23849504,5356,2037,50.375,26.625,0.3084,0.0503,0.0308
1,23900001,24000000,23951268,6382,2651,75.375,45.125,0.251,0.0537,0.0342
1,24000001,24100000,24052085,5919,2415,56.375,47.625,0.0841,0.0153,0.0101
1,24100001,24200000,24148210,5843,2400,59.125,48.125,0.1026,0.0221,0.0134
1,24200001,24300000,24250515,4921,1959,30.875,21.625,0.1762,0.0256,0.0155
1,24300001,24400000,24348854,5142,2059,49.75,30.25,0.2438,0.0437,0.0284
1,24400001,24500000,24450224,5471,2076,58.125,31.125,0.3025,0.0555,0.0348
1,24500001,24600000,24551749,5469,2230,50.125,34.375,0.1864,0.029,0.0186
1,24600001,24700000,24649481,6301,2654,73,33.5,0.3709,0.0691,0.0452
1,24700001,24800000,24748240,5574,2312,47.625,49.625,-0.0206,-0.0039,-0.0024
1,24800001,24900000,24854240,5368,2124,44.875,23.625,0.3102,0.0463,0.0301
1,24900001,25000000,24950377,6060,2462,54,22.5,0.4118,0.0515,0.0337
1,25000001,25100000,25053592,5430,2323,70,18.5,0.5819,0.1054,0.0685
1,25100001,25200000,25151019,6543,2684,44.125,30.625,0.1806,0.0249,0.0165
1,25200001,25300000,25249501,6958,2897,61.25,29.5,0.3499,0.0484,0.0317
1,25300001,25400000,25348455,5563,2393,42.5,23.75,0.283,0.0348,0.0232
1,25400001,25500000,25450959,6548,2748,53.25,45.75,0.0758,0.0139,0.0085
1,25500001,25600000,25549428,5617,2282,42.25,37,0.0662,0.011,0.0071
1,25600001,25700000,25650353,6388,2609,54.125,49.125,0.0484,0.0089,0.0056
1,25700001,25800000,25749665,6523,2895,49,39.5,0.1073,0.0161,0.0101
1,25800001,25900000,25851404,6416,2765,59.125,41.625,0.1737,0.0294,0.0192
1,25900001,26000000,25949974,6005,2503,38.125,15.375,0.4252,0.0465,0.0302
1,26000001,26100000,26050454,6082,2363,35.75,14.5,0.4229,0.0418,0.0275
1,26100001,26200000,26152645,6299,2535,54,25.25,0.3628,0.0513,0.0339
1,26200001,26300000,26251541,6607,2842,80.75,34,0.4074,0.0764,0.0483
1,26300001,26400000,26349739,6065,2564,63,37.75,0.2506,0.043,0.028
1,26400001,26500000,26449647,6036,2460,70.875,47.625,0.1962,0.0431,0.0272
1,26500001,26600000,26552200,6288,2504,85,39.5,0.3655,0.0805,0.0512
1,26600001,26700000,26648364,6569,2663,48.5,52.75,-0.042,-0.0074,-0.0048
1,26700001,26800000,26747759,6504,2699,67.125,53.875,0.1095,0.0224,0.0149
1,26800001,26900000,26850953,6683,2901,66.75,57.75,0.0723,0.0144,0.0092
1,26900001,27000000,26948998,6364,2627,80.25,71.25,0.0594,0.0141,0.0088
1,27000001,27100000,27051427,6798,2766,72.125,71.125,0.007,0.0017,0.001
1,27100001,27200000,27150784,6426,2517,67,56.5,0.085,0.0195,0.0122
1,27200001,27300000,27248506,6668,2628,71.875,40.125,0.2835,0.0559,0.0365
1,27300001,27400000,27350536,6853,2803,72.625,65.875,0.0487,0.012,0.0071
1,27400001,27500000,27448580,5695,2336,61.25,27.25,0.3842,0.0669,0.0421
1,27500001,27600000,27550369,7001,2987,82.625,54.375,0.2062,0.0428,0.0269
1,27600001,27700000,27651499,5731,2212,65.5,33.75,0.3199,0.0582,0.037
1,27700001,27800000,27750184,6670,2596,79.75,41.25,0.3182,0.0711,0.0447
1,27800001,27900000,27850241,7058,2831,71,40.5,0.2735,0.0495,0.0311
1,27900001,28000000,27948353,5211,2181,86.25,38.5,0.3828,0.0863,0.0569
1,28000001,28100000,28049250,5830,2454,83.25,62.25,0.1443,0.0374,0.0232
1,28100001,28200000,28150461,6049,2580,61.125,60.625,0.0041,0.0009,0.0006
1,28200001,28300000,28249588,6265,2635,51.75,48,0.0376,0.0075,0.0045
1,28300001,28400000,28350040,5853,2444,63,26.25,0.4118,0.072,0.0448
1,28400001,28500000,28451597,5798,2408,68.125,38.875,0.2734,0.0563,0.0363
1,28500001,28600000,28549688,5821,2435,67.625,37.125,0.2912,0.0537,0.0349
1,28600001,28700000,28649545,6048,2450,62.125,44.625,0.1639,0.0316,0.0197
1,28700001,28800000,28752024,5609,2368,34.5,34.25,0.0036,0.0004,0.0003
1,28800001,28900000,28849260,6703,2755,77.5,34.5,0.3839,0.0738,0.0466
1,28900001,29000000,28945616,5446,2123,43,20.5,0.3543,0.0555,0.0341
1,29000001,29100000,29052271,4999,2019,59.75,44,0.1518,0.0338,0.0209
1,29100001,29200000,29152550,6386,2505,54.125,43.875,0.1046,0.0183,0.011
1,29200001,29300000,29250762,6514,2603,67.5,61.5,0.0465,0.0106,0.0066
1,29300001,29400000,29349049,6197,2516,62.25,38.5,0.2357,0.0401,0.0254
1,29400001,29500000,29451144,5745,2488,52.375,67.625,-0.1271,-0.0312,-0.018
1,29500001,29600000,29551218,6558,2650,66.625,42.625,0.2197,0.0415,0.0264
1,29600001,29700000,29652118,7353,2805,64.375,72.375,-0.0585,-0.0129,-0.008
1,29700001,29800000,29751378,6200,2542,49.125,30.375,0.2358,0.0375,0.0235
1,29800001,29900000,29850531,6802,2793,85.25,62,0.1579,0.0387,0.0241
1,29900001,30000000,29948944,6307,2477,43.5,35.75,0.0978,0.0148,0.0094
1,30000001,30100000,30050862,5800,2362,40.5,25.5,0.2273,0.0292,0.0192
1,30100001,30200000,30149975,6460,2678,40.5,17.75,0.3906,0.0392,0.0264
1,30200001,30300000,30250296,6509,2767,51.625,33.125,0.2183,0.0303,0.0195
1,30300001,30400000,30350096,6318,2514,61,23.25,0.4481,0.0667,0.0427
1,30400001,30500000,30451096,6289,2570,55.25,16.75,0.5347,0.0757,0.0495
1,30500001,30600000,30548439,6454,2615,47.5,19.25,0.4232,0.0485,0.0334
1,30600001,30700000,30649361,6231,2610,96.25,54.75,0.2748,0.0682,0.0421
1,30700001,30800000,30747924,5922,2398,69.75,44,0.2264,0.0458,0.0293
1,30800001,30900000,30850297,6016,2553,56.375,64.125,-0.0643,-0.0122,-0.0079
1,30900001,31000000,30951234,6960,2902,72.125,51.375,0.168,0.0358,0.0224
1,31000001,31100000,31050729,7254,3023,63.5,61,0.0201,0.004,0.0024
1,31100001,31200000,31149719,7129,2830,73.75,55.5,0.1412,0.0313,0.0194
1,31200001,31300000,31249211,6421,2741,81.875,73.125,0.0565,0.0143,0.0087
1,31300001,31400000,31352629,6072,2646,69.25,62.5,0.0512,0.0114,0.0072
1,31400001,31500000,31452383,6272,2707,73.125,56.125,0.1315,0.03,0.0183
1,31500001,31600000,31548146,5499,2255,54.75,53.5,0.0115,0.0027,0.0016
1,31600001,31700000,31650829,5960,2498,57.5,67,-0.0763,-0.0158,-0.0101
1,31700001,31800000,31748232,6451,2554,84.25,64.75,0.1309,0.0294,0.0189
1,31800001,31900000,31852713,6376,2604,50.125,33.375,0.2006,0.0268,0.0175
1,31900001,32000000,31948805,6710,2526,47.375,42.125,0.0587,0.0112,0.007
1,32000001,32100000,32051576,7434,2928,68.375,31.625,0.3675,0.0663,0.0411
1,32100001,32200000,32150068,7248,2886,63.75,74,-0.0744,-0.0164,-0.0103
1,32200001,32300000,32248180,6280,2403,74.5,56,0.1418,0.0325,0.0202
1,32300001,32400000,32349404,6458,2597,80.5,72.5,0.0523,0.0138,0.0087
1,32400001,32500000,32449886,7007,2900,76.875,48.875,0.2227,0.0431,0.0272
1,32500001,32600000,32550870,6543,2642,96.25,67,0.1792,0.0539,0.0327
1,32600001,32700000,32650916,6019,2447,51.5,46,0.0564,0.0103,0.0064
1,32700001,32800000,32750045,6812,2719,80.875,60.625,0.1431,0.0334,0.0211
1,32800001,32900000,32846951,6762,2768,89.5,58.5,0.2095,0.0467,0.0304
