scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM
1,5600001,5800000,5696293,14094,5705,218.25,137.75,0.2261,0.0635,0.0371
1,5800001,6000000,5904463,15722,6395,314,177.25,0.2784,0.0918,0.0547
1,6000001,6200000,6099588,15349,5979,324,142,0.3906,0.1357,0.0784
1,6200001,6400000,6301698,14189,5558,234.75,128.75,0.2916,0.0819,0.0487
1,6400001,6600000,6503250,14924,5632,240.75,156.5,0.2121,0.0703,0.0399
1,6600001,6800000,6701279,14368,5541,242,152.25,0.2276,0.0742,0.0439
1,6800001,7000000,6895996,14753,5613,214.875,140.125,0.2106,0.057,0.0339
1,7000001,7200000,7098521,13678,5578,186.75,123.75,0.2029,0.0492,0.031
1,7200001,7400000,7302351,12311,4880,108.375,71.875,0.2025,0.0338,0.0214
1,7400001,7600000,7499382,11968,4494,125.375,48.875,0.439,0.0694,0.0443
1,7600001,7800000,7704327,12411,4864,141.5,62.75,0.3856,0.0654,0.0402
1,7800001,8000000,7900534,12459,4818,134.25,56.5,0.4076,0.0791,0.0483
1,8000001,8200000,8102777,12975,4952,115.75,83.5,0.1619,0.0312,0.0196
1,8200001,8400000,8299565,12839,5151,165.625,107.125,0.2145,0.0565,0.0325
1,8400001,8600000,8501152,14193,5518,164.5,110,0.1985,0.0461,0.0272
1,8600001,8800000,8701844,14530,5729,184.25,112.75,0.2407,0.0645,0.0379
1,8800001,9000000,8899808,13008,5383,175.625,105.875,0.2478,0.0622,0.0367
1,9000001,9200000,9097207,13180,5272,149.5,108,0.1612,0.0352,0.0218
1,9200001,9400000,9304031,13652,5699,208.75,129,0.2361,0.0637,0.0393
1,9400001,9600000,9499482,13810,5814,154.125,96.625,0.2293,0.0486,0.0299
1,9600001,9800000,9701015,13104,5117,165.375,89.125,0.2996,0.071,0.0407
1,9800001,10000000,9901313,13067,5161,162.875,67.875,0.4117,0.0852,0.054
1,10000001,10200000,10097035,11895,4843,180.25,76.75,0.4027,0.1013,0.0596
1,10200001,10400000,10298543,10809,4534,157.75,79.25,0.3312,0.0757,0.0453
1,10400001,10600000,10500863,11934,5042,115.375,112.875,0.011,0.0022,0.0014
1,10600001,10800000,10707364,12566,5436,123.625,101.875,0.0965,0.0193,0.0116
1,10800001,11000000,10900075,13871,5792,139.625,97.125,0.1795,0.0349,0.0215
1,11000001,11200000,11101423,13172,5534,177.625,93.875,0.3085,0.0691,0.0421
1,11200001,11400000,11302354,13578,5558,153.375,131.375,0.0773,0.0179,0.0107
1,11400001,11600000,11500962,12843,5544,89.875,101.125,-0.0589,-0.01,-0.0063
1,11600001,11800000,11698550,13277,5268,169,132.75,0.1201,0.0278,0.0174
1,11800001,12000000,11903905,12556,5121,145.5,134,0.0411,0.0105,0.006
1,12000001,12200000,12100342,13566,5454,160.125,142.875,0.0569,0.0141,0.0085
1,12200001,12400000,12300623,12622,5328,141.875,146.375,-0.0156,-0.0035,-0.0021
1,12400001,12600000,12493863,12648,5069,115.5,105.75,0.0441,0.0091,0.0054
1,12600001,12800000,12697755,11476,4799,66,32,0.3469,0.031,0.0205
1,12800001,13000000,12896915,12097,5271,128.25,99,0.1287,0.0244,0.0148
1,13000001,13200000,13098893,11754,4964,110.5,102,0.04,0.0074,0.0045
1,13200001,13400000,13302849,12036,5176,152.25,81.25,0.3041,0.0626,0.0387
1,13400001,13600000,13498808,12189,4991,112.625,82.375,0.1551,0.0269,0.0164
1,13600001,13800000,13701242,13052,5643,99,108.5,-0.0458,-0.0075,-0.0049
1,13800001,14000000,13900468,12470,5555,107.5,40.75,0.4503,0.0595,0.0356
1,14000001,14200000,14099858,11133,4770,97,82,0.0838,0.0142,0.0086
1,14200001,14400000,14304026,10529,4624,142.75,64.75,0.3759,0.0745,0.0449
1,14400001,14600000,14502771,12817,5504,94,114.25,-0.0972,-0.0173,-0.0106
1,14600001,14800000,14694456,11968,5133,99.5,66.75,0.197,0.0321,0.0197
1,14800001,15000000,14897946,11930,5120,90.125,56.125,0.2325,0.0316,0.0196
1,15000001,15200000,15102747,11473,5005,122.375,47.875,0.4376,0.0689,0.0413
1,15200001,15400000,15300125,11952,5123,75.75,32.25,0.4028,0.0405,0.0246
1,15400001,15600000,15498735,11251,4794,53.25,30.5,0.2716,0.0228,0.0139
1,15600001,15800000,15697027,11398,4499,108.375,24.875,0.6266,0.0861,0.051
1,15800001,16000000,15899091,10620,4543,82.125,28.125,0.4898,0.0525,0.0328
1,16000001,16200000,16099693,11319,4659,95.375,44.875,0.3601,0.0442,0.027
1,16200001,16400000,16298104,9230,3729,62,16.25,0.5847,0.0503,0.0303
1,16400001,16600000,16497684,8901,3618,67.875,19.625,0.5514,0.0496,0.0311
1,16600001,16800000,16702439,9312,3964,119,39.75,0.4992,0.0843,0.0514
1,16800001,17000000,16899556,8946,3821,118.75,23,0.6755,0.0967,0.0586
1,17000001,17200000,17099738,8554,3615,88.5,20.25,0.6276,0.0792,0.0481
1,17200001,17400000,17295704,10501,4387,30,118,-0.5946,-0.0813,-0.0497
1,17400001,17600000,17497950,10686,4780,58.75,51.25,0.0682,0.0072,0.0045
1,17600001,17800000,17699185,9936,4155,44.5,31,0.1788,0.0154,0.0095
1,17800001,18000000,17900509,11029,4580,46.125,43.125,0.0336,0.0032,0.0019
1,18000001,18200000,18103279,11742,4890,50.875,34.625,0.1901,0.0161,0.0101
1,18200001,18400000,18301373,12300,4998,48,47.25,0.0079,0.0007,0.0004
1,18400001,18600000,18500896,12278,5184,95.5,53,0.2862,0.0359,0.0229
1,18600001,18800000,18697777,11935,5033,83.25,67,0.1082,0.0147,0.009
1,18800001,19000000,18901243,10939,4753,95.5,48.25,0.3287,0.045,0.0277
1,19000001,19200000,19095163,11931,5257,99.375,100.375,-0.005,-0.0009,-0.0006
1,19200001,19400000,19303201,12662,5477,126.625,92.125,0.1577,0.0301,0.0175
1,19400001,19600000,19500262,12065,5227,113.375,96.125,0.0823,0.0168,0.0102
1,19600001,19800000,19700128,11804,4960,84.25,72.75,0.0732,0.0119,0.0072
1,19800001,20000000,19903658,12331,5198,111,47,0.4051,0.0583,0.0358
1,20000001,20200000,20100106,12322,5084,157.125,52.875,0.4964,0.1035,0.06
1,20200001,20400000,20299141,11102,4875,167.375,57.375,0.4894,0.1009,0.0638
1,20400001,20600000,20502592,12535,5121,73,53.75,0.1519,0.0176,0.0114
1,20600001,20800000,20699847,12021,5032,100.375,54.625,0.2952,0.0477,0.03
1,20800001,21000000,20898524,12600,5150,88.25,56,0.2236,0.0324,0.02
1,21000001,21200000,21105646,11031,4292,93.625,52.625,0.2803,0.0423,0.027
1,21200001,21400000,21302117,12307,4797,121.875,62.125,0.3247,0.057,0.0357
1,21400001,21600000,21499799,11934,4956,115.875,83.625,0.1617,0.0307,0.0194
1,21600001,21800000,21697897,12892,5108,111.875,78.375,0.1761,0.0312,0.0192
1,21800001,22000000,21899441,12290,5135,132,82.5,0.2308,0.0436,0.0277
1,22000001,22200000,22096321,12494,5150,105,72.5,0.1831,0.0297,0.0181
1,22200001,22400000,22302438,11938,4846,80.25,55.25,0.1845,0.0263,0.0165
1,22400001,22600000,22499000,11721,5044,133,71,0.3039,0.0553,0.034
1,22600001,22800000,22697431,11240,4950,91.125,36.875,0.4238,0.0501,0.0318
1,22800001,23000000,22901829,10417,4898,61.125,57.125,0.0338,0.004,0.0025
1,23000001,23200000,23099700,10863,4547,144.125,34.625,0.6126,0.1113,0.0696
1,23200001,23400000,23296965,11054,4584,65.5,65.5,0,0,0
1,23400001,23600000,23498613,10919,4572,85.25,69.25,0.1036,0.0168,0.0105
1,23600001,23800000,23699806,10107,4253,110.25,39.75,0.47,0.0689,0.0428
1,23800001,24000000,23904833,11738,4688,105,71.75,0.1881,0.032,0.0203
1,24000001,24200000,24099837,11762,4815,144.25,95.75,0.2021,0.0465,0.0282
1,24200001,24400000,24300764,10063,4018,78.875,51.875,0.2065,0.0338,0.0211
1,24400001,24600000,24500977,10940,4306,81.75,65.5,0.1104,0.0161,0.0102
1,24600001,24800000,24695837,11875,4966,115.125,83.125,0.1614,0.0309,0.0189
1,24800001,25000000,24905219,11428,4586,65.625,46.125,0.1745,0.0205,0.0121
1,25000001,25200000,25106833,11973,5007,119.875,49.125,0.4186,0.0716,0.0448
1,25200001,25400000,25293465,12521,5290,172.5,53.25,0.5282,0.106,0.0634
1,25400001,25600000,25496425,12165,5030,97.75,82.75,0.0831,0.0145,0.0092
1,25600001,25800000,25700528,12911,5504,131.125,88.625,0.1934,0.0372,0.0229
1,25800001,26000000,25899058,12421,5268,93,57,0.24,0.0353,0.0217
1,26000001,26200000,26102445,12381,4898,85.5,39.75,0.3653,0.0437,0.0283
1,26200001,26400000,26298540,12672,5406,105.5,71.75,0.1904,0.0311,0.0184
1,26400001,26600000,26501972,12324,4964,104.625,87.125,0.0913,0.0164,0.0103
1,26600001,26800000,26697814,13073,5362,130.375,106.625,0.1002,0.0219,0.0132
1,26800001,27000000,26898777,13047,5528,191.75,129,0.1956,0.0499,0.0307
1,27000001,27200000,27099708,13224,5283,137.125,127.625,0.0359,0.0086,0.0052
1,27200001,27400000,27300219,13521,5431,155.5,106,0.1893,0.0431,0.0271
1,27400001,27600000,27504710,12696,5323,145.875,81.625,0.2824,0.0554,0.0345
1,27600001,27800000,27704578,12401,4808,128.75,75,0.2638,0.0506,0.0315
1,27800001,28000000,27891912,12269,5012,147.5,79,0.3024,0.0616,0.0379
1,28000001,28200000,28100789,11879,5034,114.375,122.875,-0.0358,-0.0078,-0.0048
1,28200001,28400000,28298106,12118,5079,129.75,74.25,0.2721,0.0517,0.033
1,28400001,28600000,28500739,11619,4843,109,76,0.1784,0.033,0.02
1,28600001,28800000,28698855,11657,4818,80.125,78.875,0.0079,0.0011,0.0007
1,28800001,29000000,28892453,12149,4878,66.5,55,0.0947,0.0117,0.0075
1,29000001,29200000,29108519,11385,4524,104.125,87.875,0.0846,0.0151,0.0097
1,29200001,29400000,29298680,12711,5119,113.25,100,0.0621,0.012,0.0072
1,29400001,29600000,29504487,12303,5138,97.5,110.25,-0.0614,-0.012,-0.0074
1,29600001,29800000,29697526,13553,5347,113.25,102.75,0.0486,0.0092,0.0058
1,29800001,30000000,29897879,13109,5270,91,97.75,-0.0358,-0.0062,-0.0039
1,30000001,30200000,30103086,12260,5040,87,43.25,0.3359,0.042,0.0265
1,30200001,30400000,30299453,12827,5281,89.625,56.375,0.2277,0.0296,0.0183
1,30400001,30600000,30500398,12743,5185,83.75,36,0.3987,0.048,0.0297
1,30600001,30800000,30697389,12153,5008,93,98.75,-0.03,-0.0051,-0.0032
1,30800001,31000000,30904437,12976,5455,136,115.5,0.0815,0.0173,0.0107
1,31000001,31200000,31099794,14383,5853,109.5,116.5,-0.031,-0.0059,-0.0036
1,31200001,31400000,31299475,12493,5387,201.125,135.625,0.1945,0.0515,0.0327
1,31400001,31600000,31497120,11771,4962,99.125,109.625,-0.0503,-0.01,-0.0063
1,31600001,31800000,31701457,12411,5052,122.5,131.75,-0.0364,-0.0076,-0.0047
1,31800001,32000000,31901986,13086,5130,247.75,75.5,0.5329,0.1637,0.0926
1,32000001,32200000,32100198,14682,5814,211.625,105.625,0.3341,0.0898,0.0537
1,32200001,32400000,32299499,12738,5000,132,128.5,0.0134,0.0032,0.0019
1,32400001,32600000,32498649,13550,5542,176.625,115.875,0.2077,0.0503,0.0315
1,32600001,32800000,32703544,12831,5166,136.875,106.625,0.1242,0.0272,0.0166
1,32800001,33000000,32896687,13159,5444,154.625,116.375,0.1411,0.0328,0.0201
1,33000001,33200000,33095594,13133,5328,132.625,118.625,0.0557,0.0126,0.0076
1,33200001,33400000,33302617,12119,4752,143.75,86.75,0.2473,0.0542,0.0342
1,33400001,33600000,33498124,13381,5289,169.375,123.375,0.1571,0.038,0.023
1,33600001,33800000,33703101,14420,5831,180.625,145.125,0.109,0.025,0.016
1,33800001,34000000,33902560,13775,5556,192,129.5,0.1944,0.051,0.0316
1,34000001,34200000,34104628,12996,5138,177.625,103.375,0.2642,0.0618,0.0384
1,34200001,34400000,34296398,12737,5168,145,125,0.0741,0.0158,0.0097
1,34400001,34600000,34501729,11616,5016,118,72.25,0.2405,0.0446,0.0268
1,34600001,34800000,34700796,12096,4962,152,100.5,0.204,0.0458,0.029
1,34800001,35000000,34902941,12722,5126,105.125,71.875,0.1879,0.0308,0.0191
1,35000001,35200000,35108752,12302,4944,94.75,98.75,-0.0207,-0.0036,-0.0023
1,35200001,35400000,35297260,13458,5256,131,115.75,0.0618,0.0126,0.008
1,35400001,35600000,35508422,13637,5380,149.75,102.25,0.1885,0.0401,0.0247
1,35600001,35800000,35697430,13760,5447,187.125,142.625,0.135,0.0345,0.0211
1,35800001,36000000,35902289,12590,5203,120,129.75,-0.039,-0.0083,-0.0052
1,36000001,36200000,36101735,13423,5289,139.375,105.125,0.1401,0.0287,0.0181
1,36200001,36400000,36299035,14892,5870,168.5,106.25,0.2266,0.0471,0.0292
1,36400001,36600000,36497745,13805,5411,175.125,98.625,0.2795,0.0587,0.0371
1,36600001,36800000,36694092,13409,5367,158.125,91.125,0.2688,0.0545,0.0352
1,36800001,37000000,36901465,12979,5288,142.375,75.125,0.3092,0.0572,0.0362
1,37000001,37200000,37098118,14060,5711,171.25,122,0.1679,0.0405,0.0252
1,37200001,37400000,37300679,13201,5491,131.625,83.875,0.2216,0.0408,0.0253
1,37400001,37600000,37497205,12932,5276,221.25,143.25,0.214,0.0632,0.0396
1,37600001,37800000,37704633,12528,5173,174.5,108,0.2354,0.0573,0.0353
1,37800001,38000000,37900716,13486,5482,150.375,89.875,0.2518,0.0539,0.0342
1,38000001,38200000,38100345,14296,5962,165.75,114.5,0.1829,0.0438,0.0259
1,38200001,38400000,38296149,12818,5210,134.125,80.375,0.2506,0.0495,0.0306
1,38400001,38600000,38496957,14118,5731,151,103.25,0.1878,0.0403,0.0243
1,38600001,38800000,38698401,12691,4958,117.5,85.75,0.1562,0.0295,0.0175
1,38800001,39000000,38900963,11095,4515,109.25,74,0.1924,0.0369,0.023
1,39000001,39200000,39101207,11188,4506,80,52,0.2121,0.0308,0.0194
1,39200001,39400000,39303171,11214,4403,114.625,55.875,0.3446,0.0622,0.04
1,39400001,39600000,39499347,12342,5012,126.25,85,0.1953,0.0379,0.0231
1,39600001,39800000,39697793,12186,4861,89.25,34.75,0.4395,0.0569,0.0387
1,39800001,40000000,39899004,12970,5411,149.75,85,0.2758,0.0612,0.0373
1,40000001,40200000,40097082,12454,4973,98.125,53.375,0.2954,0.0404,0.0268
1,40200001,40400000,40301558,13099,5157,97.625,65.375,0.1979,0.0272,0.0183
1,40400001,40600000,40501049,12625,5095,129.875,63.875,0.3406,0.0627,0.0389
1,40600001,40800000,40701142,12603,5026,67.75,43.25,0.2207,0.0244,0.0152
1,40800001,41000000,40899208,12009,4993,66,116.75,-0.2777,-0.0471,-0.0293
1,41000001,41200000,41099951,12238,5260,74.875,68.375,0.0454,0.0062,0.0038
1,41200001,41400000,41300624,12184,4743,132.125,59.875,0.3763,0.0637,0.0384
1,41400001,41600000,41498925,12395,4883,99.75,99.75,0,0,0
1,41600001,41800000,41701436,13340,5238,146.5,100,0.1886,0.0413,0.0258
1,41800001,42000000,41897165,12053,4725,108.375,66.875,0.2368,0.0429,0.0271
1,42000001,42200000,42082135,10179,3763,66.375,72.125,-0.0415,-0.0077,-0.0048
1,42200001,42400000,42303602,12413,4827,122.125,78.125,0.2197,0.0428,0.026
1,42400001,42600000,42502153,13746,5307,157.25,80.75,0.3214,0.0679,0.0408
1,42600001,42800000,42698663,13035,5192,162.875,98.875,0.2445,0.0548,0.0345
1,42800001,43000000,42900294,13002,5005,156.875,99.375,0.2244,0.0537,0.0321
1,43000001,43200000,43096166,13653,5459,202.125,145.375,0.1633,0.0471,0.0279
1,43200001,43400000,43304564,11603,4569,120.25,97.75,0.1032,0.0193,0.0121
1,43400001,43600000,43498184,14037,5570,153.75,135,0.0649,0.0139,0.009
1,43600001,43800000,43702099,14070,5624,187.625,125.125,0.1998,0.0499,0.0306
1,43800001,44000000,43900384,13770,5509,162.75,113,0.1804,0.0387,0.0237
1,44000001,44200000,44100981,13180,5327,165.625,109.125,0.2056,0.0464,0.0288
1,44200001,44400000,44298711,12742,5173,117.5,141,-0.0909,-0.0195,-0.0121
1,44400001,44600000,44504977,12130,4659,126.5,99,0.122,0.0256,0.0158
1,44600001,44800000,44697689,12313,4959,130.25,107,0.098,0.0211,0.0131
1,44800001,45000000,44897026,12297,4730,123.75,75.5,0.2422,0.0441,0.0281
1,45000001,45200000,45103101,12548,4957,134.25,79.75,0.2547,0.0494,0.0313
1,45200001,45400000,45302621,13224,5334,160.125,140.125,0.0666,0.0163,0.01
1,45400001,45600000,45497829,12454,4967,144,112.25,0.1239,0.0308,0.0181
1,45600001,45800000,45699312,12651,5130,156.75,116.25,0.1484,0.034,0.0209
1,45800001,46000000,45901339,13275,5225,133.375,113.875,0.0789,0.0158,0.0097
1,46000001,46200000,46097835,12895,5231,127.125,127.625,-0.002,-0.0004,-0.0003
1,46200001,46400000,46294898,13307,5572,151.375,84.875,0.2815,0.0496,0.0318
1,46400001,46600000,46495334,10918,4373,116.5,74.25,0.2215,0.0396,0.0245
1,46600001,46800000,46697576,10236,4049,84.25,61.25,0.1581,0.0236,0.015
1,46800001,47000000,46901009,10856,4384,83.875,71.125,0.0823,0.0111,0.0071
1,47000001,47200000,47098861,10084,3905,62.25,22.75,0.4647,0.0376,0.0242
1,47200001,47400000,47297601,9893,3995,22.875,45.375,-0.3297,-0.0218,-0.014
1,47400001,47600000,47500199,10859,4548,117.25,41,0.4818,0.0716,0.0433
1,47600001,47800000,47704845,9813,3974,40.75,22.5,0.2885,0.017,0.0108
1,47800001,48000000,47899710,11809,4671,66.5,35.75,0.3007,0.0242,0.0156
1,48000001,48200000,48098551,11836,4825,75.125,52.125,0.1807,0.0185,0.0118
1,48200001,48400000,48296788,11198,4450,103.75,41.25,0.431,0.054,0.0333
1,48400001,48600000,48506431,10049,3981,120,20,0.7143,0.0929,0.0585
1,48600001,48800000,48699267,11864,4907,85.5,36,0.4074,0.0376,0.0238
1,48800001,49000000,48899020,11304,4870,97.75,45,0.3695,0.0443,0.027
1,49000001,49200000,49096783,10759,4567,73.625,48.125,0.2094,0.0207,0.0135
1,49200001,49400000,49300045,10153,3974,64.5,42.5,0.2056,0.0202,0.0135
1,49400001,49600000,49498496,11534,4500,136.75,75,0.2916,0.0457,0.0283
1,49600001,49800000,49700196,11904,4778,80.5,58.5,0.1583,0.0166,0.0106
1,49800001,50000000,49901727,9559,3736,71.75,39.5,0.2899,0.0287,0.019
1,50000001,50200000,50102283,11378,4460,50.5,46.25,0.0439,0.0034,0.0023
1,50200001,50400000,50295837,9517,3669,70.875,31.125,0.3897,0.0366,0.0237
1,50400001,50600000,50503303,9036,3406,109.25,47.5,0.3939,0.0587,0.0366
1,50600001,50800000,50701486,10835,3837,60,49,0.1009,0.0094,0.0061
1,50800001,51000000,50899576,11344,4542,78,79.5,-0.0095,-0.0012,-0.0008
1,51000001,51200000,51100523,11529,4454,110.5,110.25,0.0011,0.0002,0.0001
1,51200001,51400000,51303275,11965,4502,113.25,106.75,0.0295,0.0055,0.0036
1,51400001,51600000,51501495,13609,5212,133.5,103,0.129,0.0254,0.0154
1,51600001,51800000,51692817,13013,4990,156.375,85.875,0.291,0.0582,0.0355
1,51800001,52000000,51902547,11610,4637,113.75,67.25,0.2569,0.0453,0.0286
1,52000001,52200000,52097334,13934,5613,193.75,114.5,0.2571,0.0615,0.0369
1,52200001,52400000,52305160,13162,4849,166.75,106.75,0.2194,0.0511,0.0316
1,52400001,52600000,52504055,15653,6224,209.5,159.75,0.1347,0.0335,0.0205
1,52600001,52800000,52695413,13734,5386,166.125,110.625,0.2005,0.0482,0.0285
1,52800001,53000000,52900376,12149,5131,128,92.75,0.1597,0.0299,0.0189
1,53000001,53200000,53101018,12370,4786,76.625,99.125,-0.128,-0.0217,-0.0135
1,53200001,53400000,53299648,13216,5250,148.375,102.375,0.1834,0.039,0.0244
1,53400001,53600000,53498326,13962,5599,168.375,102.375,0.2438,0.051,0.033
1,53600001,53800000,53700527,12050,4911,166.5,97.5,0.2614,0.0616,0.0376
1,53800001,54000000,53902635,12177,4992,131.25,125.75,0.0214,0.0049,0.0031
1,54000001,54200000,54100675,12440,4831,158.375,83.375,0.3102,0.0669,0.0412
1,54200001,54400000,54300835,12392,4923,112.25,94.5,0.0859,0.0162,0.0102
1,54400001,54600000,54496665,10862,4605,106.5,64.75,0.2438,0.0419,0.0256
1,54600001,54800000,54702218,12197,4985,171.625,105.875,0.2369,0.058,0.036
1,54800001,55000000,54899353,13246,5147,172,142,0.0955,0.0251,0.0151
1,55000001,55200000,55099027,12889,4864,129,89.75,0.1794,0.0324,0.0203
1,55200001,55400000,55297116,13158,5276,137.625,95.125,0.1826,0.0311,0.0197
1,55400001,55600000,55502400,12879,5052,128.125,86.625,0.1932,0.0366,0.0228
1,55600001,55800000,55701622,11971,4711,121,99.5,0.0975,0.0187,0.0118
1,55800001,56000000,55899500,12887,5500,122,93,0.1349,0.0228,0.0146
1,56000001,56200000,56102627,13155,5367,162.875,98.125,0.2481,0.0517,0.0321
1,56200001,56400000,56304798,13249,5394,113.25,131.5,-0.0746,-0.0156,-0.0098
1,56400001,56600000,56504376,12792,5186,127.25,85.25,0.1976,0.0368,0.0233
1,56600001,56800000,56700950,13267,5275,155.25,119.5,0.1301,0.03,0.0187
1,56800001,57000000,56898107,13189,5104,99.125,100.125,-0.005,-0.0008,-0.0005
1,57000001,57200000,57100870,14546,5707,182.5,130.75,0.1652,0.037,0.0234
1,57200001,57400000,57296001,13141,5411,166.125,154.875,0.035,0.008,0.0052
1,57400001,57600000,57506863,11217,4404,110.75,76.5,0.1829,0.032,0.0196
1,57600001,57800000,57696392,11500,4512,140,76,0.2963,0.0575,0.0352
1,57800001,58000000,57903404,11814,4818,122.375,78.625,0.2177,0.0415,0.0264
1,58000001,58200000,58099975,12436,5107,103.875,56.125,0.2984,0.041,0.0262
1,58200001,58400000,58293611,13112,5384,167.5,115.25,0.1848,0.0434,0.0262
1,58400001,58600000,58499169,10634,4413,88.5,46.5,0.3111,0.0378,0.0246
1,58600001,58800000,58704873,11663,4679,136.75,98,0.1651,0.0339,0.0217
1,58800001,59000000,58897548,12341,5241,126.75,72,0.2755,0.0462,0.028
1,59000001,59200000,59100011,12542,4965,148,92.25,0.232,0.0418,0.0262
1,59200001,59400000,59301768,12918,5300,174.625,104.875,0.2496,0.0522,0.032
1,59400001,59600000,59499463,12241,4957,125.75,89.25,0.1698,0.0282,0.0179
1,59600001,59800000,59700463,14117,5441,155.25,121,0.124,0.0285,0.0178
1,59800001,60000000,59902130,13542,5240,185.75,126.5,0.1898,0.0483,0.029
1,60000001,60200000,60096709,13853,5183,150.375,80.375,0.3034,0.0569,0.0349
1,60200001,60400000,60300702,12806,4944,123.625,106.625,0.0738,0.0142,0.0089
1,60400001,60600000,60492756,11513,4337,129,90,0.1781,0.0363,0.0212
1,60600001,60800000,60722555,9271,3502,100.375,61.875,0.2373,0.041,0.0259
1,60800001,61000000,60907752,13081,5362,217.25,115,0.3078,0.072,0.045
1,61000001,61200000,61103046,14028,5408,142.25,125.25,0.0636,0.0127,0.0082
1,61200001,61400000,61299711,12785,4999,154.125,99.875,0.2136,0.0444,0.0286
1,61400001,61600000,61501167,13331,5192,127.875,89.125,0.1786,0.0314,0.0192
1,61600001,61800000,61703135,14128,5718,230.875,150.125,0.2119,0.0589,0.0347
1,61800001,62000000,61900480,13462,5156,143.375,122.375,0.079,0.0173,0.0106
1,62000001,62200000,62096440,12368,4817,156.375,122.625,0.121,0.029,0.0175
1,62200001,62400000,62297458,11009,4279,105.375,73.625,0.1774,0.0337,0.0203
1,62400001,62600000,62502833,11846,4658,64.25,69.25,-0.0375,-0.0054,-0.0034
1,62600001,62800000,62702750,12844,5017,114.875,83.375,0.1589,0.0284,0.0176
1,62800001,63000000,62902151,13660,5492,153.625,121.625,0.1163,0.0262,0.016
1,63000001,63200000,63098960,13382,5218,154.75,103,0.2008,0.0432,0.0262
1,63200001,63400000,63297306,13089,5426,123,90.75,0.1509,0.0264,0.0171
1,63400001,63600000,63506769,12313,5242,117.25,105.25,0.0539,0.0104,0.0064
1,63600001,63800000,63699508,13739,5545,137.625,135.625,0.0073,0.0016,0.001
1,63800001,64000000,63898267,14144,5697,184.25,133.25,0.1606,0.0369,0.0227
1,64000001,64200000,64107015,10594,4289,97,94.5,0.0131,0.0026,0.0016
1,64200001,64400000,64301882,13233,5440,140.25,148.75,-0.0294,-0.0074,-0.0044
1,64400001,64600000,64501031,13395,5333,145.375,135.875,0.0338,0.0085,0.0051
1,64600001,64800000,64703844,12861,5317,163.375,73.875,0.3772,0.0728,0.0454
1,64800001,65000000,64901489,13088,5271,129.625,92.875,0.1652,0.0304,0.0189
1,65000001,65200000,65095344,12661,5184,132.25,92,0.1795,0.0353,0.0213
1,65200001,65400000,65304006,13338,5593,150.125,112.125,0.1449,0.0293,0.018
1,65400001,65600000,65500944,13537,5206,179.125,122.625,0.1872,0.047,0.0294
1,65600001,65800000,65697831,12868,5045,126.375,127.625,-0.0049,-0.001,-0.0006
1,65800001,66000000,65900170,14382,5769,158,116,0.1533,0.0338,0.0209
